id_chamado,id_ativo,categoria_equipamento,filial_operacao,dt_abertura_chamado,sla_prometido_horas,tempo_atendimento_horas,custo_manutencao,status_ativo
CH-10905,EQP-231,Trator Agro,Ribeirão Preto,2026-02-22 02:00:00,72,3.7,7684.07,Em Operação
CH-10906,EQP-283,Escavadeira Linha Amarela,Uberlândia,2026-02-08 06:00:00,72,0.1,8664.31,Em Operação
CH-10907,EQP-124,Trator Agro,Cuiabá,2026-03-06 16:00:00,24,20.9,5329.18,Em Manutenção
CH-10908,EQP-294,Trator Agro,Ribeirão Preto,2026-05-25 06:00:00,24,26.2,3885.38,Em Operação
CH-10909,EQP-195,Trator Agro,Cuiabá,2026-06-07 20:00:00,48,26.0,11557.89,Em Manutenção
CH-10910,EQP-294,Caminhão Heavy Duty,Cuiabá,2026-01-13 00:00:00,24,1.7,11584.51,Em Manutenção
CH-10911,EQP-254,Utilitário Leve,Mogi das Cruzes,2026-01-21 16:00:00,72,11.3,3686.41,Em Operação
CH-10912,EQP-192,Escavadeira Linha Amarela,Ribeirão Preto,2026-05-27 16:00:00,72,20.7,5911.61,Em Operação
CH-10913,EQP-259,Utilitário Leve,Ribeirão Preto,2026-02-22 10:00:00,24,7.3,11682.28,Em Operação
CH-10914,EQP-277,Escavadeira Linha Amarela,Cuiabá,2026-01-19 02:00:00,48,61.8,356.96,Em Operação
CH-10915,EQP-160,Trator Agro,Uberlândia,2026-02-26 14:00:00,48,2.7,5128.34,Em Operação
CH-10916,EQP-221,Caminhão Heavy Duty,Mogi das Cruzes,2026-01-25 20:00:00,24,20.0,1475.35,Em Manutenção
CH-10917,EQP-150,Utilitário Leve,Cuiabá,2026-01-31 10:00:00,48,35.3,6257.15,Em Operação
CH-10918,EQP-246,Caminhão Heavy Duty,Jundiaí,2026-03-22 15:00:00,48,9.1,588.64,Em Operação
CH-10919,EQP-120,Escavadeira Linha Amarela,Jundiaí,2026-01-23 21:00:00,48,29.4,5060.71,Em Operação
CH-10920,EQP-104,Caminhão Heavy Duty,Mogi das Cruzes,2026-02-01 08:00:00,72,53.1,2882.18,Em Operação
CH-10921,EQP-191,Caminhão Heavy Duty,Uberlândia,2026-03-15 00:00:00,72,6.3,6539.71,Em Operação
CH-10922,EQP-269,Utilitário Leve,Cuiabá,2026-01-10 21:00:00,24,74.7,11953.13,Em Operação
CH-10923,EQP-160,Trator Agro,Ribeirão Preto,2026-02-23 15:00:00,72,24.2,9666.27,Em Operação
CH-10924,EQP-121,Caminhão Heavy Duty,Mogi das Cruzes,2026-02-21 08:00:00,48,10.7,10194.01,Em Operação
CH-10925,EQP-248,Trator Agro,Uberlândia,2026-05-28 18:00:00,72,16.9,7732.6,Em Operação
CH-10926,EQP-169,Escavadeira Linha Amarela,Ribeirão Preto,2026-06-09 11:00:00,24,11.2,786.25,Em Operação
CH-10927,EQP-100,Caminhão Heavy Duty,Jundiaí,2026-04-24 18:00:00,72,38.7,2719.53,Em Operação
CH-10928,EQP-232,Utilitário Leve,Jundiaí,2026-01-14 21:00:00,48,47.7,11123.26,Em Operação
CH-10929,EQP-111,Escavadeira Linha Amarela,Ribeirão Preto,2026-06-27 08:00:00,48,53.7,4583.52,Em Operação
CH-10930,EQP-189,Escavadeira Linha Amarela,Mogi das Cruzes,2026-06-05 06:00:00,24,127.6,1512.55,Em Operação
CH-10931,EQP-145,Utilitário Leve,Jundiaí,2026-04-20 13:00:00,72,47.0,8518.14,Em Operação
CH-10932,EQP-133,Caminhão Heavy Duty,Cuiabá,2026-02-22 18:00:00,72,27.6,3803.66,Em Manutenção
CH-10933,EQP-276,Caminhão Heavy Duty,Ribeirão Preto,2026-06-01 18:00:00,72,12.4,3445.63,Em Operação
CH-10934,EQP-177,Escavadeira Linha Amarela,Ribeirão Preto,2026-03-20 01:00:00,48,23.6,11976.34,Em Operação
CH-10935,EQP-144,Caminhão Heavy Duty,Jundiaí,2026-01-22 08:00:00,24,1.3,10340.23,Em Manutenção
CH-10936,EQP-254,Trator Agro,Mogi das Cruzes,2026-01-30 12:00:00,72,41.0,5072.87,Em Operação
CH-10937,EQP-172,Utilitário Leve,Cuiabá,2026-01-04 14:00:00,48,17.7,11769.06,Em Operação
CH-10938,EQP-125,Trator Agro,Mogi das Cruzes,2026-02-28 02:00:00,48,0.6,7906.32,Em Manutenção
CH-10939,EQP-146,Caminhão Heavy Duty,Uberlândia,2026-01-08 10:00:00,48,1.9,8981.66,Em Operação
CH-10940,EQP-220,Escavadeira Linha Amarela,Uberlândia,2026-01-12 20:00:00,72,14.7,668.7,Em Operação
CH-10941,EQP-155,Utilitário Leve,Jundiaí,2026-04-29 13:00:00,72,26.3,1722.78,Em Manutenção
CH-10942,EQP-193,Caminhão Heavy Duty,Jundiaí,2026-06-08 07:00:00,72,18.7,7707.1,Em Operação
CH-10943,EQP-206,Caminhão Heavy Duty,Jundiaí,2026-02-03 17:00:00,72,29.0,10818.58,Em Operação
CH-10944,EQP-162,Escavadeira Linha Amarela,Uberlândia,2026-03-23 18:00:00,72,19.6,7597.8,Em Operação
CH-10945,EQP-147,Escavadeira Linha Amarela,Mogi das Cruzes,2026-04-08 15:00:00,72,32.5,1868.09,Em Operação
CH-10946,EQP-160,Trator Agro,Mogi das Cruzes,2026-05-07 01:00:00,72,7.4,1654.39,Em Operação
CH-10947,EQP-180,Utilitário Leve,Jundiaí,2026-03-16 07:00:00,72,3.6,10176.97,Em Operação
CH-10948,EQP-125,Utilitário Leve,Cuiabá,2026-04-15 21:00:00,72,27.2,1929.84,Em Manutenção
CH-10949,EQP-135,Escavadeira Linha Amarela,Mogi das Cruzes,2026-02-18 05:00:00,48,19.9,6386.71,Em Manutenção
CH-10950,EQP-100,Trator Agro,Uberlândia,2026-03-20 11:00:00,72,0.8,734.23,Em Manutenção
CH-10951,EQP-107,Utilitário Leve,Ribeirão Preto,2026-04-03 14:00:00,24,14.4,1243.84,Em Operação
CH-10952,EQP-212,Escavadeira Linha Amarela,Ribeirão Preto,2026-06-03 07:00:00,48,3.4,8166.47,Em Operação
CH-10953,EQP-198,Caminhão Heavy Duty,Ribeirão Preto,2026-01-18 03:00:00,72,22.7,8363.42,Em Manutenção
CH-10954,EQP-279,Utilitário Leve,Cuiabá,2026-04-06 14:00:00,24,15.1,4295.19,Em Manutenção
CH-10955,EQP-146,Trator Agro,Jundiaí,2026-02-07 19:00:00,72,28.5,2822.63,Em Operação
CH-10956,EQP-226,Trator Agro,Uberlândia,2026-03-28 16:00:00,24,49.1,9820.41,Em Operação
CH-10957,EQP-155,Trator Agro,Cuiabá,2026-03-29 12:00:00,24,10.7,2840.11,Em Operação
CH-10958,EQP-113,Caminhão Heavy Duty,Uberlândia,2026-02-19 17:00:00,24,98.2,6641.72,Em Operação
CH-10959,EQP-127,Utilitário Leve,Uberlândia,2026-01-08 01:00:00,24,23.0,11628.04,Em Operação
CH-10960,EQP-177,Utilitário Leve,Jundiaí,2026-06-18 12:00:00,48,28.9,2029.87,Em Operação
CH-10961,EQP-229,Caminhão Heavy Duty,Ribeirão Preto,2026-05-14 12:00:00,48,34.2,11308.25,Em Operação
CH-10962,EQP-208,Utilitário Leve,Jundiaí,2026-03-10 21:00:00,24,33.0,2439.85,Em Operação
CH-10963,EQP-253,Caminhão Heavy Duty,Cuiabá,2026-06-21 14:00:00,72,21.5,6939.09,Em Operação
CH-10964,EQP-113,Caminhão Heavy Duty,Cuiabá,2026-05-01 19:00:00,24,16.8,4710.99,Em Operação
CH-10965,EQP-286,Caminhão Heavy Duty,Cuiabá,2026-03-05 09:00:00,48,1.7,11589.66,Em Operação
CH-10966,EQP-155,Trator Agro,Jundiaí,2026-06-06 02:00:00,72,0.7,3500.44,Em Operação
CH-10967,EQP-214,Utilitário Leve,Uberlândia,2026-06-05 18:00:00,48,13.3,4976.0,Em Operação
CH-10968,EQP-106,Caminhão Heavy Duty,Uberlândia,2026-05-19 02:00:00,48,12.2,11799.46,Em Operação
CH-10969,EQP-102,Utilitário Leve,Mogi das Cruzes,2026-05-01 21:00:00,72,14.7,6576.7,Em Operação
CH-10970,EQP-210,Trator Agro,Cuiabá,2026-03-06 13:00:00,24,4.5,6180.77,Em Operação
CH-10971,EQP-250,Caminhão Heavy Duty,Uberlândia,2026-04-17 07:00:00,24,40.2,3316.01,Em Operação
CH-10972,EQP-206,Escavadeira Linha Amarela,Mogi das Cruzes,2026-05-27 22:00:00,24,58.3,8505.95,Em Manutenção
CH-10973,EQP-117,Trator Agro,Uberlândia,2026-05-17 03:00:00,24,83.8,468.16,Em Operação
CH-10974,EQP-137,Escavadeira Linha Amarela,Cuiabá,2026-06-04 19:00:00,72,20.3,879.3,Em Operação
CH-10975,EQP-214,Utilitário Leve,Ribeirão Preto,2026-06-11 10:00:00,72,36.2,7312.5,Em Operação
CH-10976,EQP-114,Utilitário Leve,Cuiabá,2026-06-21 10:00:00,72,58.0,4297.59,Em Manutenção
CH-10977,EQP-291,Trator Agro,Jundiaí,2026-04-10 10:00:00,48,16.3,11453.8,Em Operação
CH-10978,EQP-218,Utilitário Leve,Uberlândia,2026-03-23 01:00:00,72,11.1,10867.33,Em Operação
CH-10979,EQP-127,Escavadeira Linha Amarela,Uberlândia,2026-05-23 16:00:00,24,82.8,8650.36,Em Operação
CH-10980,EQP-138,Caminhão Heavy Duty,Jundiaí,2026-02-20 08:00:00,48,21.8,9872.3,Em Operação
CH-10981,EQP-284,Caminhão Heavy Duty,Jundiaí,2026-05-21 01:00:00,24,20.6,8107.78,Em Manutenção
CH-10982,EQP-116,Caminhão Heavy Duty,Ribeirão Preto,2026-03-24 14:00:00,24,5.9,1769.31,Em Operação
CH-10983,EQP-185,Trator Agro,Uberlândia,2026-06-26 15:00:00,72,3.4,9256.86,Em Operação
CH-10984,EQP-225,Utilitário Leve,Uberlândia,2026-04-22 03:00:00,72,55.4,2759.25,Em Operação
CH-10985,EQP-143,Escavadeira Linha Amarela,Ribeirão Preto,2026-02-25 07:00:00,24,28.6,4084.28,Em Operação
CH-10986,EQP-124,Utilitário Leve,Mogi das Cruzes,2026-06-28 08:00:00,24,11.8,9885.04,Em Operação
CH-10987,EQP-244,Utilitário Leve,Ribeirão Preto,2026-06-14 04:00:00,48,6.4,6577.35,Em Operação
CH-10988,EQP-112,Utilitário Leve,Cuiabá,2026-05-25 15:00:00,72,24.3,10361.31,Em Operação
CH-10989,EQP-124,Caminhão Heavy Duty,Uberlândia,2026-06-06 12:00:00,48,26.3,2792.51,Em Operação
CH-10990,EQP-167,Escavadeira Linha Amarela,Jundiaí,2026-06-10 06:00:00,48,7.0,7411.01,Em Operação
CH-10991,EQP-237,Escavadeira Linha Amarela,Cuiabá,2026-03-01 19:00:00,48,57.2,1280.35,Em Operação
CH-10992,EQP-166,Utilitário Leve,Uberlândia,2026-04-30 16:00:00,24,2.6,7823.81,Em Operação
CH-10993,EQP-208,Caminhão Heavy Duty,Ribeirão Preto,2026-05-18 02:00:00,48,13.2,9221.65,Em Operação
CH-10994,EQP-245,Caminhão Heavy Duty,Cuiabá,2026-06-24 04:00:00,48,34.2,7143.69,Em Operação
CH-10995,EQP-210,Escavadeira Linha Amarela,Uberlândia,2026-01-23 18:00:00,24,9.6,3414.91,Em Operação
CH-10996,EQP-210,Caminhão Heavy Duty,Mogi das Cruzes,2026-05-29 11:00:00,72,52.8,666.71,Em Operação
CH-10997,EQP-133,Caminhão Heavy Duty,Mogi das Cruzes,2026-01-13 06:00:00,72,40.4,1697.55,Em Operação
CH-10998,EQP-210,Caminhão Heavy Duty,Jundiaí,2026-04-11 08:00:00,48,46.7,7580.94,Em Operação
CH-10999,EQP-107,Trator Agro,Uberlândia,2026-06-10 05:00:00,24,3.8,11232.72,Em Operação
